"","Challenge.diff","Challenge.lwr","Challenge.upr","Challenge.p.adj"
"WT challenge-T8A challenge",102150.4166665,97108.2932884594,107192.54004454,9.11544173476386e-11
"N3A challenge-T8A challenge",139473.5833335,134431.45995546,144515.70671154,7.39408534400354e-14
"N3A challenge-WT challenge",37323.1666670001,32281.0432889597,42365.2900450405,1.26807385014693e-06
