"","Challenge.diff","Challenge.lwr","Challenge.upr","Challenge.p.adj"
"WT challenge-N3A challenge",0.215286916558855,0.158363317226448,0.272210515891263,6.07737970070854e-06
"T8A challenge-N3A challenge",0.253882118948874,0.196958519616466,0.310805718281281,1.51040581353179e-06
"T8A challenge-WT challenge",0.0385952023900183,-0.0183283969423891,0.0955188017224257,0.196035174558158
