"","Challenge.diff","Challenge.lwr","Challenge.upr","Challenge.p.adj"
"WT challenge-N3A challenge",49828.735,45868.8686963968,53788.6013036031,2.53130849614536e-14
"T8A challenge-N3A challenge",181560.21,177600.343696397,185520.076303603,2.53130849614536e-14
"T8A challenge-WT challenge",131731.475,127771.608696397,135691.341303603,2.53130849614536e-14
