"","Challenge.diff","Challenge.lwr","Challenge.upr","Challenge.p.adj"
"WT challenge-T8A challenge",133.4666665,86.1282641164801,180.80506888352,0.000323000699139486
"N3A challenge-T8A challenge",2912.3416665,2865.00326411648,2959.68006888352,6.4170890823334e-14
"N3A challenge-WT challenge",2778.875,2731.53659761648,2826.21340238352,6.4170890823334e-14
