"","Challenge.diff","Challenge.lwr","Challenge.upr","Challenge.p.adj"
"WT challenge-T8A challenge",2.27373675443232e-13,-2192.2272681585,2192.2272681585,1
"N3A challenge-T8A challenge",360,-1832.2272681585,2552.2272681585,0.872221982596567
"N3A challenge-WT challenge",360,-1832.2272681585,2552.2272681585,0.872221982596567
