"","Challenge.diff","Challenge.lwr","Challenge.upr","Challenge.p.adj"
"WT challenge-T8A challenge",25509.6875,20089.4781200039,30929.8968799961,1.67594533890814e-05
"N3A challenge-T8A challenge",35681.1875,30260.9781200039,41101.3968799961,2.20947288975815e-06
"N3A challenge-WT challenge",10171.5,4751.29062000394,15591.7093799961,0.00289125537474721
