"","Challenge.diff","Challenge.lwr","Challenge.upr","Challenge.p.adj"
"WT challenge-N3A challenge",109681.42,109478.348236472,109884.491763528,5.44952638570351e-10
"T8A challenge-N3A challenge",316864.22,316661.148236472,317067.291763528,5.44952638570351e-10
"T8A challenge-WT challenge",207182.8,206979.728236472,207385.871763528,5.44952638570351e-10
