"","Challenge.diff","Challenge.lwr","Challenge.upr","Challenge.p.adj"
"N3A challenge-T8A challenge",32.9599999999999,-178.457383258014,244.377383258014,0.901933820913199
"WT challenge-T8A challenge",1098,886.582616741986,1309.41738325801,4.16088169141737e-07
"WT challenge-N3A challenge",1065.04,853.622616741986,1276.45738325801,5.38313818077008e-07
