"","Challenge.diff","Challenge.lwr","Challenge.upr","Challenge.p.adj"
"WT challenge-N3A challenge",38320.5,38224.3633365677,38416.6366634323,5.44952638570351e-10
"T8A challenge-N3A challenge",101623,101526.863336568,101719.136663432,5.44952638570351e-10
"T8A challenge-WT challenge",63302.5,63206.3633365677,63398.6366634323,5.44952638570351e-10
