"","Challenge.diff","Challenge.lwr","Challenge.upr","Challenge.p.adj"
"WT challenge-N3A challenge",0.171852702222598,0.130470086835957,0.213235317609238,2.76593204040498e-06
"T8A challenge-N3A challenge",0.223834786348713,0.182452170962073,0.265217401735353,2.95002377415088e-07
"T8A challenge-WT challenge",0.0519820841261152,0.0105994687394749,0.0933646995127555,0.0165025284951085
