Challenge,Slope
WT challenge,201.66666650000008
WT challenge,722.1666665
WT challenge,-2628.3333334999998
T8A challenge,152.75
T8A challenge,673.25
T8A challenge,-2677.25
N3A challenge,9348.3333335
N3A challenge,9868.8333335
N3A challenge,6518.333333500001
