Challenge,Slope
WT challenge,-1320.0
WT challenge,-2050.0
WT challenge,-307.5
T8A challenge,-1320.0
T8A challenge,-2050.0
T8A challenge,-307.5
N3A challenge,-960.0
N3A challenge,-1690.0
N3A challenge,52.5
