"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-N3A",40926.3333333333,-146808.878285349,228661.544952016,0.832348891973315
"T8A-N3A",100700.5,-94399.6549359516,295800.654935952,0.382798131549863
"T8A-WT",59774.1666666667,-116337.072383344,235885.405716677,0.647229406835449
