"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"N3A-T8A",143341.533333333,-573183.816390444,859866.88305711,0.838555370051917
"WT-T8A",455228.2,-261297.149723777,1171753.54972378,0.225193191627701
"WT-N3A",311886.666666667,-489213.028125421,1112986.36145875,0.533445294482746
