"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",145304.000000001,-2287690.80528096,2578298.80528096,0.984104980543559
"N3A-T8A",2145097.5,-482837.242266541,4773032.24226654,0.108091201015912
"N3A-WT",1999793.5,-628141.242266542,4627728.24226654,0.135894925194798
