"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"T8A-N3A",63509.7500000001,-512772.747277159,639792.24727716,0.95364760638288
"WT-N3A",409979.083333334,-144549.008220396,964507.174887063,0.161514266199492
"WT-T8A",346469.333333333,-173724.126644351,866662.793311018,0.218577607751083
