"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"N3A-WT",2296642,-1050935.31231287,5644219.31231287,0.20156107679779
"T8A-WT",3363749.5,223443.62342007,6504055.37657993,0.0357364272891577
"T8A-N3A",1067107.5,-2411796.89231446,4546011.89231445,0.699242848602227
