"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"N3A-T8A",7382.6,-36189.1772833,50954.3772833,0.880632599038032
"WT-T8A",35989.2666666667,-7582.51061663333,79561.0439499667,0.103805489413343
"WT-N3A",28606.6666666667,-20108.0612863033,77321.3946196366,0.270927239946277
