"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",118927.5,-751617.606479776,989472.606479776,0.915680021228365
"N3A-T8A",761900.833333333,-108644.273146442,1632445.93981311,0.0827775466791664
"N3A-WT",642973.333333333,-287678.531860941,1573625.19852761,0.174074540604615
