"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-N3A",538506.666666667,-2047502.19067209,3124515.52400542,0.845632012979135
"T8A-N3A",3277116,589656.762159684,5964575.23784032,0.017600086738356
"T8A-WT",2738609.33333333,312717.993432398,5164500.67323427,0.0271439341710331
