"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",4782.40000000002,-73562.0113471602,83126.8113471603,0.983401499583572
"N3A-T8A",494349.916666667,409728.280814942,578971.552518391,4.40023226855324e-07
"N3A-WT",489567.516666667,404945.880814942,574189.152518391,4.76663363557783e-07
