"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",155348.333333333,-910617.579378538,1221314.2460452,0.904776686479347
"N3A-T8A",616868.333333333,-449097.579378538,1682834.2460452,0.269040746258735
"N3A-WT",461520,-678045.494670742,1601085.49467074,0.493748874991353
