"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-N3A",16849.7777777777,-37081.8514570169,70781.4070125724,0.704675111903695
"T8A-N3A",32301.9047619047,-23522.6350793248,88126.4446031343,0.320279693160704
"T8A-WT",15452.126984127,-25316.3526603894,56220.6066286434,0.600709028743011
