"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"N3A-WT",54202.7333333333,-1412234.09712642,1520639.56379309,0.994359037693243
"T8A-WT",590869.4,-679102.148223284,1860840.94822328,0.439420013864642
"T8A-N3A",536666.666666667,-929770.163793091,2003103.49712642,0.591513114403786
