"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",20637.2499999999,-401109.930475851,442384.43047585,0.989294090637498
"N3A-T8A",460528.916666667,4989.89717523206,916067.936158102,0.0477528779702369
"N3A-WT",439891.666666667,-15647.3528247679,895430.686158102,0.0577649197693242
