"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-N3A",35625.4166666666,-482270.900182364,553521.733515697,0.978981667762847
"T8A-N3A",247444.416666667,-270451.900182364,765340.733515697,0.401921777339968
"T8A-WT",211819,-267659.819737006,691297.819737007,0.453041493694371
