"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",135544.500000001,-1000303.10650398,1271392.10650398,0.938401459356824
"N3A-T8A",4774665.33333333,3547809.69822342,6001520.96844325,1.00349835209235e-05
"N3A-WT",4639120.83333333,3412265.19822342,5865976.46844325,1.24604865562317e-05
