"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",5004.33333333333,-18557.8408693167,28566.5075359833,0.840029355715251
"N3A-T8A",27426.25,1323.52162012936,53528.9783798706,0.0393733506222799
"N3A-WT",22421.9166666667,-2695.44542783666,47539.27876117,0.0821587454514658
