"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"T8A-N3A",54914.4166666666,-1183571.9059135,1293400.73924684,0.991198837008969
"WT-N3A",125471.666666667,-1113014.6559135,1363957.98924684,0.955110015866609
"WT-T8A",70557.2500000002,-1076058.28073811,1217172.78073811,0.983135751697087
