"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"T8A-N3A",5956.25000000004,-151376.275246889,163288.775246889,0.994394525362069
"WT-N3A",92774.9166666667,-58618.3763392917,244168.209672625,0.26936810078061
"WT-T8A",86818.6666666667,-55200.830822676,228838.164156009,0.270910832089174
