"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-N3A",8218.73333333334,-77056.3370814789,93493.8037481456,0.965024646056351
"T8A-N3A",69671.4583333333,-9380.64769133003,148723.564357997,0.0872104544973944
"T8A-WT",61452.725,-5115.10550672315,128020.555506723,0.071863833256295
