"","Experiment.diff","Experiment.lwr","Experiment.upr","Experiment.p.adj"
"WT-T8A",774683.533333334,-3437747.32350894,4987114.39017561,0.861294540672511
"N3A-T8A",2608860.2,-1603570.65684228,6821291.05684228,0.239635106414834
"N3A-WT",1834176.66666667,-2875464.20654184,6543817.53987517,0.53324127475124
