Primary,Slope
WT,-8.093333333333332
WT,-62.86
WT,724.9066666666666
WT,1164.9066666666665
WT,1404.9066666666665
WT,299.9066666666667
T8A,-8938.166666666666
T8A,-8645.0
T8A,-8820.0
T8A,-8986.5
T8A,-8648.333333333334
T8A,-8810.0
T8A,-8882.166666666666
N3A,-85.5
