Primary,Slope
WT,-0.041301808784569675
WT,-0.046385051746978496
WT,-0.036814808624368894
WT,-0.032176114796165285
T8A,-0.015300898041542258
T8A,-0.018168899087238222
T8A,-0.022556199229173016
T8A,-0.013835396833097209
N3A,-0.031654435293323326
