Primary,Slope
WT,0.0424659958314528
WT,0.0034878275375167522
WT,-0.004503171870612762
WT,0.0009798116885451661
WT,0.033452297932789705
WT,0.03802218477722032
T8A,0.01370598186733254
T8A,0.021042782809866503
T8A,-0.010575883604898185
N3A,-0.020020637491011833
N3A,-0.023369966037765238
N3A,0.005981486790484277
