Primary,Slope
WT,0.02168073920028437
WT,-0.001068725274605183
WT,-0.00033172583953412863
WT,-0.025051916214576555
WT,0.01580175658405632
WT,0.03011088333048321
WT,0.018808031042882156
WT,0.028056684070462832
T8A,-0.050794119067223094
T8A,-0.037272873004639884
T8A,-0.04487170470520777
T8A,-0.055028116234939056
T8A,-0.027230368251177892
T8A,-0.016952052601942182
T8A,-0.038477916623356645
N3A,-0.008220141536682076
N3A,-0.007944340917703692
N3A,0.0084654577120116
