Primary,Slope
WT,-0.07677621184603627
WT,-0.05909501250128189
T8A,-0.06576066027045217
T8A,-0.05456819245784413
T8A,-0.07047010980020235
T8A,-0.050234690203703115
N3A,0.0033460358354018577
N3A,-0.004299124541714416
