Primary,Slope
WT,2139.0333333333333
WT,535.7
WT,527.3666666666667
WT,26.866666666666667
WT,972.3666666666667
WT,2922.366666666667
WT,615.7
WT,3055.7
T8A,-257.0
T8A,334.6666666666667
T8A,-353.6666666666667
T8A,-385.3333333333333
T8A,1963.0
T8A,5246.333333333333
T8A,814.6666666666666
N3A,-276.6666666666667
N3A,81.66666666666667
N3A,-297.3333333333333
