Primary,Slope
WT,-429.6666666666667
WT,-465.6666666666667
WT,-476.6333333333333
WT,-444.3333333333333
WT,-308.3333333333333
T8A,-12636.666666666666
T8A,-12110.0
T8A,-12176.666666666666
T8A,-12756.666666666666
T8A,-12260.0
T8A,-12010.0
T8A,-12735.0
