Primary,Slope
WT,919.0
WT,-341.0
WT,-426.0
WT,-638.3333333333334
WT,-236.0
WT,97.33333333333333
WT,-499.3333333333333
WT,-7.666666666666667
T8A,-63.666666666666664
T8A,316.3333333333333
T8A,-405.3333333333333
T8A,228.0
T8A,236.33333333333334
T8A,-569.5
T8A,339.6666666666667
N3A,-509.2222221666667
N3A,81.11111116666665
N3A,-396.5555555
