"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"N3A-T8A",20622.5555556111,16977.9272836661,24267.1838275561,7.3694939040081e-10
"WT-T8A",22011.385,19277.9137960413,24744.8562039587,5.0363047066071e-12
"WT-N3A",1388.82944438889,-2186.80908867563,4964.46797745341,0.582742133725539
