"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"N3A-T8A",8733.09523809524,7506.07018726853,9960.12028892195,2.41752762253356e-09
"WT-T8A",9405.87412698413,8767.31004478434,10044.4382091839,0
"WT-N3A",672.778888888889,-566.961787056235,1912.51956483401,0.343532116559763
