"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"WT-N3A",45.5277777777778,-240.897320440947,331.952875996502,0.879613414569283
"T8A-N3A",324.666666666667,52.9399598440848,596.393373489249,0.0244594648237521
"T8A-WT",279.138888888889,97.9877510071676,460.29002677061,0.00771179149574475
