"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"WT-N3A",228.007777722222,-176.922454369805,632.93800981425,0.305625202743827
"T8A-N3A",360.333333277778,-107.239823724921,827.906490280477,0.133987159733386
"T8A-WT",132.325555555555,-272.604676536472,537.255787647583,0.646470461992285
