"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"N3A-T8A",0.0257967673114846,-0.00234227958375447,0.0539358142067237,0.0747727163954452
"WT-T8A",0.0300833766683487,0.0089790914969194,0.051187661839778,0.00567185856082275
"WT-N3A",0.00428660935686409,-0.0233197891164246,0.0318930078301528,0.91473666044347
