"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"WT-T8A",445.654444444444,-325.708388070169,1217.01727695906,0.270000574600084
"N3A-T8A",878.388888944444,107.026056429831,1649.75172145906,0.0288642334430147
"N3A-WT",432.7344445,-391.887109831763,1257.35599883176,0.328449126924972
