"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"N3A-WT",417.1944445,350.047334547343,484.341554452657,3.04103367065878e-06
"T8A-WT",586.633333333333,544.165772183702,629.100894482965,2.92016635317083e-08
"T8A-N3A",169.438888833333,102.291778880677,236.58599878599,0.000597024087587772
