"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"WT-T8A",359.877777777778,279.161857433539,440.593698122017,0.00182755762504649
"N3A-T8A",565.983333277778,485.267412933539,646.699253622017,0.000100460148531933
"N3A-WT",206.1055555,107.249146018741,304.961964981259,0.0119655996196641
