"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"N3A-T8A",9696.16666666667,8408.32364146984,10984.0096918635,1.18008605687336e-06
"WT-T8A",9954.93333333334,8667.09030813652,11242.7763585302,1.05801854988208e-06
"WT-N3A",258.766666666672,-1444.88951951327,1962.42285284661,0.889275663155957
