"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"N3A-WT",104.738888833333,-7.0979301277761,216.575707794443,0.0636680690039669
"T8A-WT",226.047916666667,155.316101829664,296.779731503669,0.000159524955564039
"T8A-N3A",121.309027833333,9.47220887222392,233.145846794443,0.0364461747767948
