"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"N3A-WT",0.063333333333329,NA,NA,NA
"T8A-WT",60.3966666666667,NA,NA,NA
"T8A-N3A",60.3333333333333,NA,NA,NA
