"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"T8A-WT",162.452222222222,-789.48629014482,1114.39073458926,0.823649817196423
"N3A-WT",231.313333333333,-811.483059829346,1274.10972649601,0.728021402557056
"N3A-T8A",68.8611111111111,-883.077401255931,1020.79962347815,0.964345342346455
