"","Primary.diff","Primary.lwr","Primary.upr","Primary.p.adj"
"T8A-WT",0.00725373915305529,-0.0580273440324763,0.0725348223385868,0.891978235172402
"N3A-WT",0.0496845785286398,-0.0328901858670402,0.13225934292432,0.166146965857143
"N3A-T8A",0.0424308393755845,-0.022850243809947,0.107711922561116,0.140880864344702
