Experiment,Cells
WT,2680220.0
WT,715200.0
WT,1082160.0
WT,25143.0
WT,574690.0
WT,321350.0
T8A,0.0
T8A,119410.0
T8A,995000.0
T8A,359400.0
T8A,595600.0
N3A,21730.0
N3A,83500.0
N3A,190300.0
N3A,449680.0
