Experiment,Cells
WT,359756.0
WT,15490.0
WT,249835.0
T8A,18150.0
T8A,41700.0
T8A,76918.0
T8A,95370.0
T8A,32220.0
N3A,463000.0
N3A,114900.0
N3A,207900.0
