Experiment,Cells
WT,3410000.0
WT,788200.0
WT,446140.0
WT,62846.0
T8A,476630.0
T8A,926000.0
T8A,569000.0
T8A,2154340.0
N3A,1806700.0
N3A,3663840.0
N3A,4059230.0
