Experiment,Cells
WT,5160.0
WT,46500.0
WT,30270.0
WT,1210.0
T8A,0.0
T8A,0.0
T8A,591.0
T8A,0.0
N3A,458900.0
N3A,878200.0
N3A,44930.0
