Experiment,Cells
WT,81627.0
WT,526.0
WT,38809.0
T8A,2240.0
T8A,5830.0
T8A,403.0
T8A,12102.0
T8A,1082.0
N3A,19981.0
N3A,7320.0
N3A,7841.0
