Experiment,Cells
WT,21928.0
WT,31922.0
WT,82000.0
WT,16774.0
WT,26060.0
T8A,2120000.0
T8A,2856000.0
T8A,519000.0
T8A,1030000.0
T8A,117000.0
N3A,5680.0
N3A,25430.0
N3A,11900.0
