Experiment,Cells
WT,5090000.0
WT,1977300.0
WT,1714070.0
WT,72493.0
T8A,480530.0
T8A,665400.0
T8A,459000.0
T8A,1849080.0
N3A,9078000.0
N3A,16117000.0
N3A,4660000.0
