Experiment,Cells
WT,1333410.0
WT,663800.0
WT,1033380.0
WT,82690.0
WT,697900.0
WT,562800.0
T8A,1432000.0
T8A,443930.0
T8A,6736000.0
T8A,3877100.0
T8A,4849000.0
N3A,43850.0
N3A,111300.0
N3A,139990.0
N3A,466820.0
