Experiment,Cells
WT,220510.0
WT,7913.0
WT,78800.0
T8A,4450.0
T8A,7540.0
T8A,23030.0
T8A,7387.0
T8A,5460.0
N3A,1033661.0
N3A,347080.0
N3A,159961.0
