Experiment,Cells
WT,3540.0
WT,0.0
WT,1690.0
WT,939.0
WT,0.0
WT,0.0
WT,4030.0
WT,0.0
WT,0.0
T8A,5620.0
T8A,0.0
T8A,6260.0
T8A,2660.0
T8A,33300.0
T8A,0.0
T8A,17050.0
N3A,14210.0
N3A,12700.0
N3A,55300.0
