Experiment,Cells
WT,810920.0
WT,348600.0
WT,537740.0
WT,466043.0
WT,1322590.0
WT,579350.0
T8A,1432000.0
T8A,104950.0
T8A,7014100.0
T8A,4173200.0
T8A,7482200.0
N3A,2593720.0
N3A,4106400.0
N3A,2494790.0
N3A,2701820.0
